comment,SEJ_label,PEJ_label,MRJ_label
특할비 삭감하는데  왜케 불만임? 영수증 가져오던가       증빙을해오라고,0,1,1
"기자야. 이게 뭔 치킨게임인데. 정치 검사, 경찰 영수증 내지 못한다는 금액 삭감한다는 게 잘못이냐?",1,0,0
법인 카드 1억은 써도 되는거니? 여긴 왼빨들이 주를 이루네,1,1,1
특활비 삭감이 저 난리칠 문제인가? 용처를 떳떳히 못밝히고 명절때 증가하는 특활비는 당연히 없애야지,0,0,1
2찍이들 특징 물타기 아니면 전정권탓 임기 절반이 지나가는데 아직두 문재인탓이냐 그러니 지지율 20프로도 안나오지,1,1,1
제목 뽑는 꼬라지 하고는... 연합통신이 국짐당 산하조직이냐....,1,1,1
이재명 지역화폐는 지금 그거 수사하면 감방가야할놈이 더 하겠다고? 미쳤네 진짜 ㅋㅋㅋㅋ,1,1,1
더불어민주당은 특활비는 다 삭감하면서 정작 국회 특활비는 왜 삭감 안하냐!!! 지금 당장 대답해봐랏!!!,1,1,1
국민보다 이재명이 우선인 더불어민주당.,0,1,1
차라리 국회 숫자 많은 깡패 더불어???민주당 마음대로 예산처리 합시다~ 대신에 책임은 지시고~ 잘 됐네요~,1,1,1
그러게 일직부터 야당과 대화좀 하고 협치좀하지 그랬어. 원인제공을 그대들이 한거 아닌가?,0,0,1
대통령실  출신들  다  싹  몰아내야,1,1,1
"보니까...검찰, 경찰 특활비 삭감...더불어범죄당 수사 못하게 막겠다는 의지가 확고하구먼ㅉㅉㅉ",1,1,1
국민의힘 저쪽은 국민들 죽어도 신경 안쓰는 인간들임,1,1,1
윤서결 정부 들어와서 역사상 경험한적 없는 지속적인 내수 감소를 겪고 있지.,0,0,1
진짜 민주당 미친거같다..이정도면 국정운영막는 간첩당 아닌가,1,1,1
지네들 기싸움에 국민 삶을 그냥 막 갈아넣네. 국개의원들 싹 갈아쳐야,1,1,1
윤건희 정부는 식물이 되어야...더 깍아야 한다!,0,1,1
지역화폐 사용처나 1회 사용금액 제한 이런걸 지정하면 소상공인 살리는데 도움 될텐데 국짐은 그런거 다 생략하고 무조건 없앨라고만 하지,0,0,1
역시 국짐당.. 민생에 관심이 없다는게 만 천하에 드러남.. 하루빨리 없어져야할 좀비당 뿌리를 뽑아야만 한다...,1,1,1
이쯤되면 군대동원 해야되는거 아닌가? 저게 한국정당 이냐 국가전복세력 이지,1,1,1
민주당 맘대로 하고 상황 안좋아지면 윤석열탓하고 무한루프 ㅋㅋ 댓글부대인지 학습능력 상실한 것들인지,1,1,1
민주당은 대한민국을 위한 예산보다는 오로지 이죄명이를 살리기 위한 예산에 골몰하고 있음...,1,1,1
특활비로 인해 무슨 국민의 피해가 있을까? 기자야. 왜  특활비와 민생이 무슨 상관관계가 있는지 설명 좀 해봐라.,0,0,1
증빙없는 특활비 감액한다는 이유 하나로 국민을 위한 지역화폐 증액을 걸고 넘어지는 건  정치로써 올바르지 않은거 같네요,0,0,0
국정운영 발못잡고 죄명이 방탄에만 골몰하는 민주당 해산 청원합니다,1,1,1
특활비 삭감이 뭐가 문제여??  증빙하라고!!,0,0,1
"사용처가 불분명하고 내역공개 없는  특활비에 대해서 피같은 세금내는 국민들이 어떻게 용인하란 알이냐, 상식도 없냐? 민생  없는 특활이 왠 밀이냐",1,1,0
검새들 떡값이 나라살림과 뭔상관? 윤완용이 R&D 예산 깍을 때는 아무말도 안하더니 ㅉㅉ,1,1,1
특활비 삭감했는데 계속 피해는 국민이 어쩌고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1
아니 마약 함정 수사자금까지 막으면 어떻하냐?  지금 마약이 얼마나 문제인지 모르나?,0,1,1
윤두창이언제 야당과 협의하던가?예산안 연설도 안햇으면서…,1,1,1
건전재정 하자며 검새 견찰 돼통실 특활비 특경비 날린 게 왜 뭐,1,1,1
소갈머리 없는 것이 국민보다는 석열이만 바라보며 아부하는 짓거리 보면...ㅉㅉㅉ,1,1,1
지역화폐는  누구 비자금이네  낙전효과 재미봤잖아,0,1,1
2찍들은 나라팔아 먹어도 2찍할듯,1,1,1
기래기 제목 뽑는것 보니 기가차네~~  둘다 나쁜놈 만들기 프레임 아녀?,1,1,1
"그럼 지역화폐 2조랑 특활비랑 바꿈 이재명은 진짜 찢인거다, 특활비는 나쁜거라며 근데 지역화폐 2조허락하면 특활비도 허락한다구?",0,1,1
더 삭감해야 되는데 꼬우면 그만둬~~,1,1,1
특활비   뭘  하는데  쓰는곳도   모름,0,0,0
대통령실 여가부예산만 크게올리고 나머지 예산은 또 줄일거면서,0,1,0
애시당초 국민을 위한건 하나도 없었지..그들만의 특별 보너스 특활비....삭감.....,1,1,1
특활비 사용처 영수증 내놓으라고 했는데 없다며~국민 혈세 막 쓰냐?,1,1,1
문재인이 돈드는 곳을 너무 많이 만들어놔서 돈이 많이 들어.,0,1,1
시의원 구의원 얘들좀 없애라,1,1,1
특활비 깎은거랑 민생이랑 뭔 상관? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 떡검들 소고기 회식하면 재벌보다 서민들에게 더 유리하게 기소해주나? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,1
"연구개발 예산 지네 맘대로 줄일때는 언제고,,특활비 예산 줄인다니 이리 지룰이냐,,,감애하자,,,",1,1,1
ㅋㅋㅋ기자 제목 클라스,1,0,0
윤석열 내년에 국회 예산 0원 처리하겠다. 국개들 월급 못받음.,1,1,1
지역화폐 2조가말이냐 ㅋㅋㅋㅋ 아주 해쳐먹을생각만하네,1,1,1
솔직히 매년 예산심사 할 때마다 지역구 의원들이 쌈짓돈 예산 집어넣어서 개판낸거 생각해보면 감액 예산 통과가 차라리 더 낫다는 생각만 든다.,0,0,1
청와대랑 국힘이 불리하니까 또 여론 몰이하고 있구나? 프레임 그만 씌워라. 당당하면 사용 내역 공개하라니까?,0,1,1
"돈을 쓰면 영수증을 가져와야 또 주는거지,, 돈쓴 영수증도 없이 막무가내로  지들끼리 혈세를 ㅁ빼돌리는데,,,",1,1,1
그냥 양당 다 사라졌으면 좋겠다.,1,1,0
재명이는 할줄 아는거라고는 25만원 준다는거밖에 없냐,1,1,1
삭감한건 특활비잔아 ㅋㅋ 국민 세금 어디에 어떻게 쓰겠다는 계획도 없고 공개도 못하겠으나 일단 돈부터 달라? ㅋㅋㅋㅋ 특활비가 니들 용돈이냐 참...,1,1,1
그렇죠. 핑크타이드 검색해 보세요 들. 저짓거리하다가 베네수엘라 아르헨티나 된거임ㅋㅋㅋ 열심히 하셈,1,1,1
아직도 조선도 시대에 살고 있는 국회의원들 월급 30%  삭감에  공무비용은 50%  삭감해라 !!!  일도 안 하는데 !!!,1,1,1
살다 살다 이런 형편없는 수준 낮은 국회은 처음이다,1,1,1
지역화폐는 소상공인도 살리고 보편적 복지도 이룰 수 있는 제도인 거 같은데.. 왜 반대지~,0,0,0
국민들이 국회의원들을 얼마나 싫어하는지 저것들만 모른다,1,1,1
어디에 쓰는지도 모르는 국민혈세를 뭐땜에 승인해야되냐     싹다 삭감시켜야지,1,1,1
연합뉴스 진짜 똑바로 기사써라 왜 이게 이렇게 된건지??? 사용 내역을 안내서 이렇게 된거잖아아직도 국짐당 스럽게 뉴스 쓸래??,1,1,1
지역화폐를   계속해서  할려고   하는이유가 뭐냐?,0,0,1
우리나라에서 정치하는 저것들만 사라지면 국민이 행복할텐데. 여야 모두 쓸데없는 국민 세금만 좀먹는 인간들,1,1,1
내년에 윤석열 예산 잘 때 볼만 하것다,0,1,1
이게 언론의 현실이야. 백날 어떻게 써대는지 봐라. 그리고 과거에 어떻게 써왔는지 이제는 좀 깨닫자,0,0,1
"용,검,경 특활비 없애는게 목적이 아니라 이재명표 지역화폐 예산 늘리는게 목적이야.  명청한 찢찍이들아",1,1,1
니들 국힘 민주 때문에 생활은 더 힘들다 니들 월급 삭감해라,1,1,1
명태대가리한테 여론조사비로 가느니 국민이 지역화폐로 할인받는게 낫다,1,1,1
"검찰 회식비랑 스벅 커피값이랑 감사원 4억 택시비, 윤건희 골프스크린 설치가 민생이랑 뭔 상관인데?",0,1,1
세금걷어서 뻘짓에 쓰느니 다 감세 해라  증액하지 말고.,1,1,1
특활비 삭감이랑 민생이랑 무슨 관계? 임금을 삭감했나?,0,0,0
국민 소상공은 다 망하고 있다 너들과 같이 망하자,1,1,1
야당잘했고 여당?너희가한게 뭐가있는데?? 세금많이걷어서 어려운사람들 도우기라도했냐? 부자감세? ㅎㅎㅎ개가 웃는다.,1,1,1
"헌법재판소 재판관들이 일갈하던 게 생각나네: ""국회는 일을 안합니까?""",0,0,0
용산 검찰특활비 법원에서도 내역서 여러번 공개하라고 했는데 특활비 내역 제출하지않아서 특활비 삭감했는데  쌈짓돈처럼 쓰는 특활비삭감은 야당이 잘 한거다,0,0,0
영수증 없는 특활비 빼고 국민들한테 20원이라도 좋으니 돌려라.,0,0,0
지금 이순간도 국가격쟁력은 하락하고 있다 이나라가 망한다면 진보 보수 상관없이 정치인들 때문이다.,0,1,1
국민의 짐짝 지긋지긋하다,1,1,1
없는돈을ㆍ어디서ㅡ만들어내나요~고생ㆍ하십니다~추경호님ㆍ*̣̥☆·͙̥‧❄‧̩̥·‧•̥̩̥͙‧·*̣̥☆·͙̥‧❄‧̩̥·‧•̥̩̥͙‧·‧̩̥‧̩̥,0,0,1
윤석열놈부터처단하면 나라가태평성대,1,1,1
개합뉴스 기래기 김정진이~ 너 2찍 개돼지 맞지??,1,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
윤돌이정권엔  677조도  많이 주는기다.,1,1,1
윤정권이 임기기간동안 물가 다 올라서 국민들은 허리띠 졸라매는데 지네들은 그냥 더 돈받고 꿀 빨겠다는거네?,1,1,1
"국민들이 가만 있으면 안된다! 어디에 쓰는지 밝히지도 못하는 돈을 어떻게, 누가 이해를 할 것인가??",0,0,1
더듬어 민주당 적폐들 철퇴로 응징해야 한다.. 더듬어 국견들 전부 재산 몰수하고 북으로 송환,1,1,1
언론들도 적당히 깝쳐야 할 게 민생 예산은 깎은 거 없고 오히려 증액하자고 하는데 민생어쩌고 할거면 기사 안쓰는게ㅋㅋ,1,1,1
민주당눔들은   도대체가 ???!!우리나라가  의원내각제로  착각하는것 같네...  무식하고  천박한 선동가 눔들!!!,1,1,1
"죄멍이 목숨줄 값...  삭감된 만큼..  대장동, 백현동, 법카 유용액에서 몰수하고,, 당장 압류 추징해라~~!!",1,1,1
비교 할걸 비교해라. 지역화폐는 국민들과 직접 관랸이거 특할비는 어떻게 쓰는지도 모르는 돈인데 그걸 비교하냐.. 기자야 요즘 시민 바보 아니다,1,1,1
특활비가 민생이랑 뭔 상관이있을까? 진짜 국짐 머리 속은 보릿자루밖에없을까..,1,1,1
확대해석 쩌네... 특활비만 거의 삭감인디 그게 민생하고 먼 상관이래??? 지들 떡값하려고 특활비 넣은거잖아???,1,1,1
개딸  공산주의가  나라를 망치네,1,1,1
쎡열이와 국짐이 언제 민생을 챙겼어? 쓰잘데기 없는 곳에 혈세 낭비 못하게 잘했다.,1,1,1
정부가 일 못하게 하는 야당은 세계 역사상 초유의 일이네.,0,1,1
"특활비 없다고 667조 나라 살림이 볼모라면, 윤하고 국짐이 혼나야 할 것 같은데???",1,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
기재부도 돈 없다면서 저런 예산안 원안 받아놓고 자체조정도 안해놨어? 기재부도 한통속. 윤이 꽂은 장관들한테도 돈 찔러줬네.,1,1,1
30조원 삭감해서 국민의짐당박살내라,1,1,1
국민혈세로 운영되는 친일연합뉴스 지원금도 전액 삭감해야 한다.,1,1,1
우덜 더불어범죄당 식구들 건드리는 것들은 가만히 안둘껴...이재명이 수사하지 말랑께롱??,1,1,1
이재명의 손에 닿는 것들마다 모조리 재앙으로 바뀐다. 이번에는 내년 국가예산을 파토내고 있느냐,1,1,1
국회해산시켜라. 국민들은 힘들어 죽것는데 국회의원들은 한달에 1억씩 쓰면서 국민혈세 쓰는꼴 못보것다. 즉각 국회해산시켜라. 국민들은 원한다.,1,1,1
매표용  2조 때문에  미쳐가는 더블당,1,1,1
기자야 공정하게 기사를 쓸 줄 모르시나요???양 쪽 입장을 정확히 기재하세요 야당만 죽어라 비판하면 살림살이 나아짐?,1,1,0
667조 아껴서 다행이다,0,0,0
유흥비 막은건데 뭐가 문제냐?,0,0,1
"정부에서 우크라이나에 3조 원 지원하고, 이번에도 1억 달러를 지원했는데... 돈이 없다면서?",0,0,0
윤똥 이쯤 되면 국회 해산 시켜도 될것 같은데,1,1,1
"더이상.못살겠다 클어내자 윤거니
  탄핵만이 살길이다",1,1,1
지역화폐에 각종 지역이권 마피아들 몰려있다는 썰이 이미 파다한데 왜 자꾸 지역화폐 발행하는거임? 눈먼돈 세탁하는데 쓰게하지말고 기업과 산업에 투자좀해라.,1,1,1
기자들과 전문가들은 제정신인가??일도 제대로 안하는 검찰 예산 삭감하는게 뭐가 문제임??,1,1,1
국회의원은 국민의 위해 봉사한다면서 특활비로 많이도 처먹는 직업이지,1,1,1
걷는 세금도 줄여둔 마당에 국민한테 조금이라도 더 도움될 지역화폐 증액이 특활비보다 낫지.,0,0,1
죄명이는 대장동개발하면서 꿍쳐둔돈이 많아 국민들은 어려움은 아무상관이 없는것같네.민주당것들은 얼마나 받아 챙겼으면 죄명이 꼬봉짓을 저리도 열심히 할까?,1,1,1
"나라살림 볼모가 아니라 감사원, 검찰들 특활비가 볼모지~민주당이 미쳤냐?? 윤석열이나 지지율 신경 안쓰지~ 걔네들은 지지율 신경쓴다... 멍청이들아~",1,1,1
탄핵과 국민분열의힘 추방이 시급하다.,0,1,1
세금을 얼마나 빼돌릴려고 하길래 특활비 줄였다고 난리치는거냐??ㅋㅋ 이제 특활비로 업소 못 다녀서 그런가,1,1,1
검찰청에서 특활비 쓴 내용 영수증을 첨부하라니까. 인쇄 한 게 말라서 증발해서 영수증이 안 보인다고 하는 검찰청 관계자는 과연 특활비를 제대로 썼을까?,0,0,1
기자가 진짜 나쁜 사람같네. 나라살림 볼모가 아니라 국민세금으로 룸쌀롱 다니는 특활비 위주로 깎은건데,1,1,1
"내수 살리자는 지역화폐는 안되고 우크라이나, 아프리카 지원 이건되고? 당나라 국민인가",0,1,1
기사 쓰는 꼬라지 좀 보소. 연합 두창 시다임?,1,1,1
여당과 정부는 2년 연속 재정적자의 대해서 말하고 입을열어라,0,0,0
와~ 특활비 땜시  저러는거냐?  한심한 국짐당. 진짜 짐이다,1,1,1
특활비 깎은건 정말 잘한일~~,0,0,0
범죄자 방탄하느냐 국민 살림살이까지 맘대로 하다 천벌 받는다.,1,1,1
감액된 예산이 민생과 별 관련없는 항목인데 제목으로 뭔 호들갑을 떨고있냐? 기자인지 기관 쁘락치들인지 모를 행동을 하고 있노?,1,1,1
"다른거 다 필요업고 나라빛1000조원이나 어케좀 줄여라
나라빛은 1000조가 넘었는데 먼 자꾸 민생경제고 나발이고

자꾸 헛짓거리 하고 자빠졌냐",1,1,1
쓸데없이 쓰인 특활비는 국민연금 공적자금으로,0,0,0
영수증제출도안하는곳 특활비삭감 잘햇구만 눈먼돈 삭감한거잘한거지 그냥 국회는 삭감안하고 눈먼돈 삭감햇다고 난리네 똥개들처럼,1,1,1
그냥 강대강 무한대결 정치. 나라꼴 잘 돌아간다.,0,1,0
국개의원 무보수명예직으로바꾸어라 썩을인간들 특권없엔다고 똥훈이난리치더만 어케되였나,1,1,1
저것들 다 산채로 튀겨서 치킨만드고잡다,1,1,1
"추경호쓰고 용산똥개라고 읽는다,",1,1,1
판례 선례가 중요하다고 이거 이번에 되면 정권 바뀜 반대로 이용해 먹음. 국힘은 거대야당 될일이 당분간 없기 때문에 근래에는 불가능 할라나?,0,0,1
추경호 같은 윤빠들은 입 다물라.. 니가 외환위기때 한 짓거리를 아는 사람은 다 안다...경제를 이모양으로 만드는데 일등공신이 뭔 할말이 있다고...,1,1,1
대통령과 여당은 국만을 외면한 정치를 계속하고 있고 야당은 자기당대표 살리기 총력을 다하고 있고..오호 통제라 국민은 어찌할꼬...,0,0,0
